lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.398224,352.398224,57.714943,65.714943,-11.0,61.7,42
345.11377,353.11377,58.188878,66.188878,-10.0,62.1,43
345.829315,353.829315,58.662814,66.662814,-10.0,62.6,44
346.544861,354.544861,59.136749,67.136749,-9.4,63.1,45
347.162404,355.162404,59.525296,67.525296,-8.8,63.5,46
347.779948,355.779948,59.913844,67.913844,-8.2,63.9,47
348.397491,356.397491,60.302391,68.302391,-7.6,64.3,48
349.080037,357.080037,60.653539,68.653539,-6.9,64.6,49
349.762583,357.762583,61.004687,69.004687,-6.2,65.0,50
350.445129,358.445129,61.355835,69.355835,-5.5,65.3,51
351.148234,359.148234,61.60969,69.60969,-4.8,65.6,52
351.851338,359.851338,61.863546,69.863546,-4.1,65.8,53
352.554443,0.554443,62.117401,70.117401,-3.4,66.1,54
353.179331,1.179331,62.309168,70.309168,-2.8,66.3,55
353.80422,1.80422,62.500936,70.500936,-2.1,66.5,56
354.429108,2.429108,62.692703,70.692703,-1.5,66.6,57
355.099488,3.099488,62.900017,70.900017,-0.9,66.9,58
355.769867,3.769867,63.10733,71.10733,-0.2,67.1,59
356.440247,4.440247000000001,63.314644,71.314644,0.44,67.3,60
357.079133,5.079133,63.457558,71.457558,1.07,67.4,61
357.718018,5.718018,63.600471,71.600471,1.71,67.6,62
358.356904,6.356904,63.743385,71.743385,2.35,67.7,63
359.094492,7.094492,63.843796,71.843796,3.09,67.8,64
359.832081,7.832081,63.944206,71.944206,3.83,67.9,65
0.569669,8.569669,64.044617,72.044617,4.56,68.0,66
1.264809,9.264809,64.12779,72.12779,5.26,68.1,67
1.959948,9.959948,64.210963,72.210963,5.95,68.2,68
2.655088,10.655088,64.294136,72.29413599999998,6.65,68.2,69
3.429687,11.429687,64.321403,72.321403,7.42,68.3,70
4.204285,12.204285,64.348671,72.34867099999998,8.2,68.3,71
4.978884,12.978884,64.375938,72.375938,8.97,68.3,72
5.982743,13.982743,64.414093,72.41409299999998,9.98,68.4,73
6.986603,14.986603,64.452247,72.452247,10.9,68.4,74
7.990462,15.990462,64.490402,72.490402,11.9,68.4,75
9.330731,17.330731,64.504321,72.504321,13.3,68.5,76
10.671,18.671,64.518239,72.51823899999998,14.6,68.5,77
12.011269,20.011269,64.532158,72.53215799999998,16.0,68.5,78
13.514965,21.514965,64.541405,72.54140499999998,17.5,68.5,79
15.01866,23.01866,64.550651,72.550651,19.0,68.5,80
16.522356,24.522356,64.559898,72.559898,20.5,68.5,81
18.590144,26.590144,64.661827,72.661827,22.5,68.6,82
20.657933,28.657933,64.763756,72.763756,24.6,68.7,83
22.725721,30.725721,64.865685,72.865685,26.7,68.8,84
24.593851,32.593851,65.097512,73.09751199999998,28.5,69.0,85
26.461982,34.461982,65.329338,73.329338,30.4,69.3,86
28.330112,36.330112,65.561165,73.561165,32.3,69.5,87
29.446857,37.446857,65.693187,73.69318699999998,33.4,69.6,88
30.563602,38.563602,65.825208,73.825208,34.5,69.8,89
31.680347,39.680347,65.95723,73.95722999999998,35.6,69.9,90
32.326856,40.326856,66.036036,74.03603599999998,36.3,70.0,91
32.973364,40.973364,66.114843,74.11484299999998,36.9,70.1,92
33.619873,41.619873,66.193649,74.19364899999998,37.6,70.1,93
34.201436,42.201436,66.340093,74.34009299999998,38.2,70.3,94
34.783,42.783,66.486536,74.486536,38.7,70.4,95
35.364563,43.364563,66.63298,74.63298,39.3,70.6,96
35.78492,43.78492,66.690816,74.690816,39.7,70.6,97
36.205276,44.205276,66.748652,74.748652,40.2,70.7,98
36.625633,44.625633,66.806488,74.806488,40.6,70.8,99
36.958407,44.958407,66.875722,74.87572199999998,40.9,70.8,100
37.291181,45.291181,66.944957,74.944957,41.2,70.9,101
37.623955,45.623955,67.014191,75.01419099999998,41.6,71.0,102
37.7041,45.7041,67.110235,75.110235,41.7,71.1,103
37.784246,45.784246,67.206278,75.206278,41.7,71.2,104
37.864391,45.864391,67.302322,75.302322,41.8,71.3,105
38.054531,46.054531,67.313344,75.313344,42.0,71.3,106
38.244671,46.244671,67.324366,75.324366,42.2,71.3,107
38.434811,46.434811,67.335388,75.33538799999998,42.4,71.3,108
38.705492,46.705492,67.391464,75.391464,42.7,71.3,109
38.976172,46.976172,67.44754,75.44754,42.9,71.4,110
39.246853,47.246853,67.503616,75.50361599999998,43.2,71.5,111
39.547466,47.547466,67.61026,75.61025999999998,43.5,71.6,112
39.84808,47.84808,67.716903,75.716903,43.8,71.7,113
40.148693,48.148693,67.823547,75.823547,44.1,71.8,114
40.418587,48.418587,67.897237,75.897237,44.4,71.8,115
40.68848,48.68848,67.970927,75.970927,44.6,71.9,116
40.958374,48.958374,68.044617,76.044617,44.9,72.0,117
41.092005,49.092005,68.106275,76.10627499999998,45.0,72.1,118
41.225637,49.225637,68.167933,76.167933,45.2,72.1,119
41.359268,49.359268,68.229591,76.229591,45.3,72.2,120
41.384122,49.384122,68.324229,76.324229,45.3,72.3,121
41.408976,49.408976,68.418866,76.41886599999998,45.4,72.4,122
41.43383,49.43383,68.513504,76.513504,45.4,72.5,123
41.4286,49.4286,68.47168,76.47168,45.4,72.4,124
41.42337,49.42337,68.429855,76.429855,45.4,72.4,125
41.41814,49.41814,68.388031,76.388031,45.4,72.3,126
41.395848,49.395848,68.409686,76.40968599999998,45.3,72.4,127
41.373557,49.373557,68.43134,76.43134,45.3,72.4,128
41.351265,49.351265,68.452995,76.452995,45.3,72.4,129
41.301488,49.301488,68.230715,76.230715,45.3,72.2,130
41.251712,49.251712,68.008436,76.008436,45.2,72.0,131
41.201935,49.201935,67.786156,75.786156,45.2,71.7,132
