lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.051208,352.051208,48.831646,56.831646,-11.0,52.8,387
344.49587,352.49587,48.968367,56.968367,-11.0,52.9,388
344.940531,352.940531,49.105089,57.105089,-11.0,53.1,389
345.385193,353.385193,49.24181,57.24181,-10.0,53.2,390
345.73584,353.73584,49.29721,57.29721,-10.0,53.2,391
346.086487,354.086487,49.352609,57.352609,-9.9,53.3,392
346.437134,354.437134,49.408009,57.408009,-9.5,53.4,393
346.840078,354.840078,49.373271,57.373271,-9.1,53.3,394
347.243022,355.243022,49.338533,57.338533,-8.7,53.3,395
347.645966,355.645966,49.303795,57.303795,-8.3,53.3,396
348.2824,356.2824,49.287354,57.287354,-7.7,53.2,397
348.918833,356.918833,49.270912,57.270912,-7.0,53.2,398
349.555267,357.555267,49.254471,57.254471,-6.4,53.2,399
350.246002,358.246002,49.135839,57.135839,-5.7,53.1,400
350.936737,358.936737,49.017207,57.017207,-5.0,53.0,401
351.627472,359.627472,48.898575,56.898575,-4.3,52.8,402
352.29601,0.29601,48.825677,56.825677,-3.7,52.8,403
352.964549,0.964549,48.75278,56.75278,-3.0,52.7,404
353.633087,1.633087,48.679882,56.679882,-2.3,52.6,405
354.35202,2.35202,48.592457,56.592457,-1.6,52.5,406
355.070953,3.070953,48.505031,56.505031,-0.9,52.5,407
355.789886,3.789886,48.417606,56.417606,-0.2,52.4,408
356.590307,4.590307,48.462425,56.462425,0.59,52.4,409
357.390727,5.390727,48.507244,56.507244,1.39,52.5,410
358.191148,6.191148,48.552063,56.552063,2.19,52.5,411
359.381103,7.381103,49.146506,57.146506,3.38,53.1,412
0.571058,8.571058000000004,49.740949,57.740949,4.57,53.7,413
1.761013,9.761013,50.335392,58.335392,5.76,54.3,414
2.748417,10.748417,50.910253,58.910253,6.74,54.9,415
3.735821,11.735821,51.485114,59.485114,7.73,55.4,416
4.723225,12.723225,52.059975,60.059975,8.72,56.0,417
5.348088,13.348088,52.129856,60.129856,9.34,56.1,418
5.972951,13.972951,52.199738,60.199738,9.97,56.1,419
6.597814,14.597814,52.269619,60.269619,10.5,56.2,420
7.135179,15.135179,52.167848,60.167848,11.1,56.1,421
7.672543,15.672543,52.066077,60.066077,11.6,56.0,422
8.209908,16.209908,51.964306,59.964306,12.2,55.9,423
8.812988000000002,16.812988,51.950099,59.950099,12.8,55.9,424
9.416068,17.416068,51.935891,59.935891,13.4,55.9,425
10.019148,18.019148,51.921684,59.921684,14.0,55.9,426
10.474526,18.474526,51.908259,59.908259,14.4,55.9,427
10.929905,18.929905,51.894834,59.894834,14.9,55.8,428
11.385283,19.385283,51.881409,59.881409,15.3,55.8,429
11.652415,19.652415,51.881785,59.881785,15.6,55.8,430
11.919548,19.919548,51.882162,59.882162,15.9,55.8,431
12.18668,20.18668,51.882538,59.882538,16.1,55.8,432
12.645534,20.645534,51.836938,59.836938,16.6,55.8,433
13.104388,21.104388,51.791339,59.791339,17.1,55.7,434
13.563242,21.563242,51.745739,59.745739,17.5,55.7,435
14.07733,22.07733,51.680758,59.680758,18.0,55.6,436
14.591417,22.591417,51.615778,59.615778,18.5,55.6,437
15.105505,23.105505,51.550797,59.550797,19.1,55.5,438
15.512108,23.512108,51.521916,59.521916,19.5,55.5,439
15.918711,23.918711,51.493034,59.493034,19.9,55.4,440
16.325314,24.325314,51.464153,59.464153,20.3,55.4,441
16.943219,24.943219,51.343679,59.343679,20.9,55.3,442
17.561124,25.561124,51.223204,59.223204,21.5,55.2,443
18.179029,26.179029,51.10273,59.10273,22.1,55.1,444
18.649659,26.649659,51.046481,59.046481,22.6,55.0,445
19.120288,27.120288,50.990232,58.990232,23.1,54.9,446
19.590918,27.590918,50.933983,58.933983,23.5,54.9,447
20.06011,28.06011,50.877693,58.877693,24.0,54.8,448
20.529301,28.529301,50.821404,58.821404,24.5,54.8,449
20.998493,28.998493,50.765114,58.765114,24.9,54.7,450
21.783066,29.783066,50.617254,58.617254,25.7,54.6,451
22.567638,30.567638,50.469393,58.469393,26.5,54.4,452
23.352211,31.352211,50.321533,58.321533,27.3,54.3,453
24.196051,32.196051,50.163658,58.163658,28.1,54.1,454
25.039892,33.039892,50.005783,58.005783,29.0,54.0,455
25.883732,33.883732,49.847908,57.847908,29.8,53.8,456
26.324473,34.324473,49.899598,57.899598,30.3,53.8,457
26.765215,34.765215,49.951289,57.951289,30.7,53.9,458
27.205956,35.205956,50.002979,58.002979,31.2,54.0,459
27.703221,35.703221,50.007824,58.007824,31.7,54.0,460
28.200485,36.200485,50.012668,58.012668,32.2,54.0,461
28.69775,36.69775,50.017513,58.017513,32.6,54.0,462
29.33563,37.33563,50.013805,58.013805,33.3,54.0,463
29.973509,37.973509,50.010098,58.010098,33.9,54.0,464
30.611389,38.611389,50.00639,58.00639,34.6,54.0,465
30.64341,38.64341,50.545423,58.545423,34.6,54.5,466
30.67543,38.67543,51.084456,59.084456,34.6,55.0,467
30.707451,38.707451,51.623489,59.623489,34.7,55.6,468
30.839522,38.839522,51.716586,59.716586,34.8,55.7,469
30.971593,38.971593,51.809682,59.809682,34.9,55.8,470
31.103664,39.103664,51.902779,59.902779,35.1,55.9,471
