lon_east,lon_west,lat_south,lat_north
286.359955,294.359955,34.18092,42.18092
286.586395,294.586395,34.800514,42.800514
288.268738,296.268738,36.006721,44.006721
290.338257,298.338257,37.069805,45.069805
292.597382,300.597382,37.55312,45.55312
293.583618,301.583618,38.280792,46.280792
296.724731,304.724731,38.735191,46.735191
299.898193,307.898193,39.494263,47.494263
302.96524,310.96524,40.166893,48.166893
306.370514,314.370514,40.729527,48.729527
310.391693,318.391693,41.25491,49.25491
314.166534,322.166534,41.731743,49.731743
317.486023,325.486023,42.839966,50.839966
321.22406,329.22406,44.079037,52.079037
325.305542,333.305542,45.691868,53.691868
329.08075,337.08075,47.502346,55.502346
333.016113,341.016113,49.415749,57.415749
336.523468,344.523468,51.069061,59.069061
339.10498,347.10498,53.057388,61.057388
340.951233,348.951233,54.801601,62.801601
341.758057,349.758057,56.425117,64.425117
342.299225,350.299225,57.319225,65.319225
342.592987,350.592987,57.860275,65.860275
343.134033,351.134033,58.357544,66.357544
343.545776,351.545776,58.629864,66.629864
344.020782,352.020782,58.829971,66.829971
344.717773,352.717773,58.937401,66.937401
345.188019,353.188019,58.985283,66.985283
346.564148,354.564148,59.127342,67.127342
347.596069,355.596069,59.329762,67.329762
349.023773,357.023773,59.65361,67.65361
350.568756,358.568756,60.289291,68.289291
351.671143,359.671143,60.745644,68.745644
352.03772,0.03772,61.39344,69.39344
352.766357,0.766357,61.603783,69.603783
353.32959,1.32959,61.67614,69.67614
354.034119,2.034119,61.96405,69.96405
354.377563,2.377563,62.294617,70.294617
355.341583,3.341583,62.439003,70.439003
355.638763,3.638763,62.464386,70.464386
356.151459,4.151459,62.531609,70.531609
356.5229,4.5229,62.690437,70.690437
356.710349,4.710349,62.810234,70.810234
356.499869,4.499869,62.931816,70.931816
356.829461,4.829461,62.952293,70.952293
355.90448,3.90448,63.189751,71.189751
355.246948,3.246948,63.185837,71.185837
354.778931,2.778931,63.150894,71.150894
354.533081,2.533081,63.217598,71.217598
354.82547,2.82547,63.226822,71.226822
355.697449,3.697449,63.269073,71.269073
356.949307,4.949307,63.36087,71.36087
358.301334,6.301334,63.472832,71.472832
359.882769,7.882769,63.769646,71.769646
1.870867,9.870867,64.15686,72.15686
4.247319,12.247319,64.526939,72.526939
6.816404,14.816404,64.710716,72.710716
