lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
347.418365,355.418365,57.6814,65.6814,-8.5,61.6,11
351.19046,359.19046,57.332409,65.332409,-4.8,61.3,12
354.574036,2.574036,56.784962,64.784962,-1.4,60.7,13
357.972197,5.972197,56.442482,64.442482,1.97,60.4,14
0.384342,8.384342,56.096493,64.096493,4.38,60.0,15
2.625034,10.625034,55.87365,63.87365,6.62,59.8,16
4.57725,12.57725,55.63126,63.63126,8.57,59.6,17
5.869975,13.869975,55.310215,63.310215,9.86,59.3,18
7.479857,15.479857,54.777454,62.777454,11.4,58.7,19
9.177858,17.177858,54.117123,62.117123,13.1,58.1,20
10.085856,18.085856,52.947903,60.947903,14.0,56.9,21
11.011654,19.011654,51.920605,59.920605,15.0,55.9,22
12.350309,20.350309,51.645859,59.645859,16.3,55.6,23
13.722078,21.722078,51.537029,59.537029,17.7,55.5,24
14.775965,22.775965,51.447186,59.447186,18.7,55.4,25
15.885197,23.885197,51.635921,59.635921,19.8,55.6,26
17.129816,25.129816,52.496029,60.496029,21.1,56.4,27
18.125357,26.125357,53.012184,61.012184,22.1,57.0,28
18.398527,26.398527,53.423828,61.423828,22.3,57.4,29
18.389219,26.389219,53.894905,61.894905,22.3,57.8,30
18.49325,26.49325,54.178272,62.178272,22.4,58.1,31
18.914108,26.914108,54.271248,62.271248,22.9,58.2,32
19.471066,27.471066,54.033825,62.033825,23.4,58.0,33
19.963024,27.963024,54.170998,62.170998,23.9,58.1,34
20.10076,28.10076,54.578125,62.578125,24.1,58.5,35
20.116684,28.116684,55.326027,63.326027,24.1,59.3,36
19.755112,27.755112,56.212521,64.212521,23.7,60.2,37
