lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
345.939819,353.939819,41.482292,49.482292,-10.0,45.4,15
349.196014,357.196014,41.813065,49.813065,-6.8,45.8,16
352.117889,0.117889,41.865685,49.865685,-3.8,45.8,17
355.019836,3.019836,41.41272,49.41272,-0.9,45.4,18
357.842667,5.842667,40.784462,48.784462,1.84,44.7,19
1.144057,9.144057,39.764645,47.764645,5.14,43.7,20
3.299011,11.299011,39.319073,47.319073,7.29,43.3,21
4.979964,12.979964,38.758759,46.758759,8.970000000000002,42.7,22
6.04245,14.04245,38.172947,46.172947,10.0,42.1,23
7.163061,15.163061,37.668171,45.668171,11.1,41.6,24
8.504324,16.504324,37.185459,45.185459,12.5,41.1,25
9.839881,17.839881,36.833786,44.833786,13.8,40.8,26
11.171072,19.171072,36.521915,44.521915,15.1,40.5,27
12.777813,20.777813,36.302937,44.302937,16.7,40.3,28
15.599472,23.599472,35.784016,43.784016,19.5,39.7,29
18.236526,26.236526,35.602871,43.602871,22.2,39.6,30
20.06633,28.06633,35.850346,43.850346,24.0,39.8,31
21.101665,29.101665,36.695751,44.695751,25.1,40.6,32
21.901218,29.901218,37.846985,45.846985,25.9,41.8,33
22.850441,30.850441,38.668861,46.668861,26.8,42.6,34
23.993469,31.993469,39.457428,47.457428,27.9,43.4,35
24.760836,32.760836,40.33971,48.33971,28.7,44.3,36
25.265789,33.265789,40.714462,48.714462,29.2,44.7,37
25.737482,33.737482,40.908226,48.908226,29.7,44.9,38
26.359346,34.359346,41.265514,49.265514,30.3,45.2,39
26.662651,34.662651,41.542866,49.542866,30.6,45.5,40
27.430063,35.430063,41.896221,49.896221,31.4,45.8,41
28.301605,36.301605,42.01305,50.01305,32.3,46.0,42
28.928543,36.928543,42.089901,50.089901,32.9,46.0,43
29.381878,37.381878,42.315872,50.315872,33.3,46.3,44
29.751743,37.751743,42.636993,50.636993,33.7,46.6,45
