lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
345.589325,353.589325,50.338512,58.338512,-10.0,54.3,34
347.751526,355.751526,51.118408,59.118408,-8.2,55.1,35
349.427582,357.427582,52.007198,60.007198,-6.5,56.0,36
351.110382,359.110382,52.859268,60.859268,-4.8,56.8,37
352.115051,0.115051,53.513973,61.513973,-3.8,57.5,38
353.023468,1.023468,54.190956,62.190956,-2.9,58.1,39
353.781464,1.781464,54.863529,62.863529,-2.2,58.8,40
354.383331,2.383331,55.376369,63.376369,-1.6,59.3,41
355.02536,3.02536,55.800491,63.800491,-0.9,59.8,42
355.637939,3.637939,56.122025,64.122025,-0.3,60.1,43
356.350028,4.350028,56.411003,64.411003,0.35,60.4,44
356.895389,4.895389,56.605541,64.605541,0.89,60.6,45
357.444442,5.444442,56.799271,64.799271,1.44,60.7,46
358.129595,6.129595,56.886505,64.886505,2.12,60.8,47
359.681002,7.681002,57.579147,65.579147,3.68,61.5,48
1.706736,9.706736,58.871185,66.871185,5.7,62.8,49
3.450112,11.450112,60.672066,68.672066,7.45,64.6,50
5.469005,13.469005,62.958717,70.958717,9.46,66.9,51
12.743599,20.743599,64.986656,72.98665599999998,16.7,68.9,52
18.228561,26.228561,65.573608,73.57360799999998,22.2,69.5,53
30.022324,38.022324,66.627777,74.62777699999998,34.0,70.6,54
38.183197,46.183197,66.397835,74.397835,42.1,70.3,55
44.509125,52.509125,65.885284,73.885284,48.5,69.8,56
49.52528,57.52528,65.377998,73.377998,53.5,69.3,57
53.335945,61.335945,64.979652,72.979652,57.3,68.9,58
57.774052,65.774052,64.245064,72.245064,61.7,68.2,59
61.342987,69.342987,63.410133,71.410133,65.3,67.4,60
62.614792,70.614792,63.06498,71.06498,66.6,67.0,61
