lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.023071,352.023071,48.193554,56.193554,-11.0,52.1,27
347.148621,355.148621,48.837048,56.837048,-8.800000000000002,52.8,28
350.247772,358.247772,49.561749,57.561749,-5.7,53.5,29
353.442993,1.442993,50.047195,58.047195,-2.5,54.0,30
356.602043,4.602043,50.426781,58.426781,0.6,54.4,31
359.871889,7.871889,50.786533,58.786533,3.87,54.7,32
3.206257,11.206257,51.093899,59.093899,7.2,55.0,33
6.775881,14.775881,51.216953,59.216953,10.7,55.2,34
10.281682,18.281682,51.062977,59.062977,14.2,55.0,35
13.652658,21.652658,50.967556,58.967556,17.6,54.9,36
16.569624,24.569624,50.896782,58.896782,20.5,54.8,37
18.774446,26.774446,50.686138,58.686138,22.7,54.6,38
20.946129,28.946129,50.4217,58.4217,24.9,54.4,39
22.831316,30.831316,50.56086,58.56086,26.8,54.5,40
24.557949,32.557949,50.513081,58.513081,28.5,54.5,41
26.437273,34.437273,50.269089,58.269089,30.4,54.2,42
27.972809,35.972809,50.043968,58.043968,31.9,54.0,43
29.449718,37.449718,49.577118,57.577118,33.4,53.5,44
30.618118,38.618118,49.52845,57.52845,34.6,53.5,45
31.771843,39.771843,49.340118,57.340118,35.7,53.3,46
32.658146,40.658146,49.194462,57.194462,36.6,53.1,47
33.314064,41.314064,49.118313,57.118313,37.3,53.1,48
34.093826,42.093826,49.148849,57.148849,38.0,53.1,49
34.22023,42.22023,48.927372,56.927372,38.2,52.9,50
34.679535,42.679535,49.016209,57.016209,38.6,53.0,51
34.825069,42.825069,48.65012,56.65012,38.8,52.6,52
35.931572,43.931572,48.698986,56.698986,39.9,52.6,53
36.567841,44.567841,48.728043,56.728043,40.5,52.7,54
37.008686,45.008686,49.285606,57.285606,41.0,53.2,55
38.382374,46.382374,49.879665,57.879665,42.3,53.8,56
38.983082,46.983082,49.042435,57.042435,42.9,53.0,57
39.957802,47.957802,48.874119,56.874119,43.9,52.8,58
40.680256,48.680256,49.143898,57.143898,44.6,53.1,59
41.345478,49.345478,49.211926,57.211926,45.3,53.2,60
42.554298,50.554298,49.522743,57.522743,46.5,53.5,61
43.045509,51.045509,49.457756,57.457756,47.0,53.4,62
