fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
25,345.235901,353.235901,47.579868,55.579868,-10.0,51.5
26,348.036438,356.036438,48.431587,56.431587,-7.9,52.4
27,350.493896,358.493896,49.624866,57.624866,-5.5,53.6
28,352.704834,0.704834,50.645306,58.645306,-3.2,54.6
29,354.413208,2.413208,51.964058,59.964058,-1.5,55.9
30,355.441193,3.441193,52.839199,60.839199,-0.5,56.8
31,355.907745,3.907745,53.634457,61.634457,0.0,57.6
32,356.126234,4.126234,54.572063,62.572063,0.12,58.5
33,355.720367,3.720367,55.247139,63.247139,-0.2,59.2
34,355.237793,3.237793,55.510818,63.510818,-0.7,59.5
35,355.211304,3.211304,55.804283,63.804283,-0.7,59.8
36,355.385712,3.385712,55.948101,63.948101,-0.6,59.9
37,355.451233,3.451233,55.914234,63.914234,-0.5,59.9
38,356.05532,4.05532,56.286751,64.286751,0.05,60.2
39,356.673233,4.673233,57.178219,65.178219,0.67,61.1
40,357.252237,5.252237,58.18066,66.18066,1.25,62.1
41,357.335758,5.335758,58.879589,66.879589,1.33,62.8
42,358.097899,6.097899,59.641968,67.641968,2.09,63.6
43,358.20924,6.20924,60.528389,68.528389,2.2,64.5
44,357.691137,5.691137,61.303719,69.303719,1.69,65.3
45,357.134386,5.134386,61.831238,69.831238,1.13,65.8
46,355.885498,3.885498,61.925682,69.925682,-0.1,65.9
